SKU,UPC,Inventory On Hand, Livermore,Atlanta,Safety Lock Qty,Avilable For Channel Sales,Avilable For HPD Website,Hemming Allowed
PTFFLK-C5-CUS,"799665815448","0","0","0","0","0","0","N"
PTFFLK-C5-SW,"799665815455","34","34","0","0","34","34","N"
PTFFLK-C7,"","269","","","0","0","0","Y"
PTFFLK-C7-84,"610395230731","44","0","44","20","189","189","N"
PTFFLK-C7-96,"610395230748","76","0","76","20","165","165","N"
PTFFLK-C7-108,"610395230717","104","0","104","20","109","109","N"
PTFFLK-C7-120,"610395230724","45","0","45","20","25","25","N"
PTFFLK-C7-CUS,"799665815486","0","0","0","0","0","0","N"
PTFFLK-C7-SW,"799665815493","33","33","0","0","33","33","N"
SS-SGD21,"","-3","","","0","0","0","N"
SS-SGD21-84,"799665819903","0","0","0","0","0","0","N"
SS-SGD21-96,"799665819910","0","0","0","0","0","0","N"
SS-SGD21-108,"799665819934","0","0","0","0","0","0","N"
SS-SGD21-120,"799665819927","0","0","0","0","0","0","N"
SS-SGD21-CUS,"799665811228","0","0","0","0","0","0","N"
SS-SGD21-SW,"799665811235","34","34","0","0","34","34","N"
DS-TF959,"","0","","","0","0","0","Y"
DS-TF959-84,"799665817671","0","0","0","5","0","0","N"
DS-TF959-96,"799665817688","0","0","0","5","0","0","N"
DS-TF959-108,"799665817701","0","0","0","5","0","0","N"
DS-TF959-120,"799665817695","0","0","0","5","0","0","N"
DS-TF959-CUS,"799665817718","0","0","0","0","0","0","N"
DS-TF959-SW,"799665816902","34","34","0","0","34","34","N"
DS-EMBS20135,"","0","","","0","0","0","Y"
DS-EMBS20135-84,"799665821159","0","0","0","5","0","0","N"
DS-EMBS20135-96,"799665821166","0","0","0","5","0","0","N"
DS-EMBS20135-108,"799665821180","0","0","0","5","0","0","N"
DS-EMBS20135-120,"799665821173","0","0","0","5","0","0","N"
DS-EMBS20135-CUS,"799665821197","0","0","0","0","0","0","N"
DS-EMBS20135-SW,"799665821210","0","0","0","0","0","0","N"
DS-EMBS20136,"","0","","","0","0","0","Y"
DS-EMBS20136-84,"799665821234","0","0","0","5","0","0","N"
DS-EMBS20136-96,"799665821241","0","0","0","5","0","0","N"
DS-EMBS20136-108,"799665821265","0","0","0","5","0","0","N"
DS-EMBS20136-120,"799665821258","0","0","0","5","0","0","N"
DS-EMBS20136-CUS,"799665821272","0","0","0","0","0","0","N"
DS-EMBS20136-SW,"799665821296","35","35","0","0","35","35","N"
PTSCH-72012,"","118","","","0","0","0","Y"
PTSCH-72012-84,"797734452068","0","0","0","5","93","93","N"
PTSCH-72012-96,"797734452075","0","0","0","10","88","88","N"
PTSCH-72012-108,"797734452082","78","78","0","10","98","98","N"
PTSCH-72012-120,"797734452099","40","40","0","10","30","30","N"
PTSCH-72012-CUS,"799665824792","0","0","0","0","0","0","N"
PTSCH-72012-SW,"799665824815","0","0","0","0","0","0","N"
DS-EFCH38,"","0","","","0","0","0","Y"
DS-EFCH38-84,"799665818630","0","0","0","5","0","0","N"
DS-EFCH38-96,"799665818647","0","0","0","5","0","0","N"
DS-EFCH38-108,"799665818661","0","0","0","5","0","0","N"
DS-EFCH38-120,"799665818654","0","0","0","5","0","0","N"
DS-EFCH38-CUS,"799665818678","0","0","0","0","0","0","N"
DS-EFCH38-SW,"799665817046","35","35","0","0","35","35","N"
DIS-ID1,"","334","","","0","0","0","Y"
DIS-ID1-84,"797734450453","72","0","72","5","314","314","N"
DIS-ID1-96,"797734450460","103","0","103","5","247","247","N"
DIS-ID1-108,"797734450477","93","0","93","5","149","149","N"
DIS-ID1-120,"797734450484","66","26","40","5","61","61","N"
DIS-ID1-CUS,"797734449037","0","0","0","0","0","0","N"
DIS-ID1-SW,"797734449044","26","26","0","0","26","26","N"
PTFFLK-C20A,"","247","","","0","0","0","Y"
PTFFLK-C20A-84,"799418011578","40","0","40","15","181","181","N"
PTFFLK-C20A-96,"799418011585","73","0","73","15","156","156","N"
PTFFLK-C20A-108,"799418011592","89","0","89","20","98","98","N"
PTFFLK-C20A-120,"799418011608","44","0","44","15","29","29","N"
PTFFLK-C20A-CUS,"799418011622","0","0","0","0","0","0","N"
PTFFLK-C20A-SW,"799418011615","35","35","0","0","35","35","N"
PTFFLK-C20B,"","295","","","0","0","0","N"
PTFFLK-C20B-84,"799418011646","52","0","52","0","52","52","N"
PTFFLK-C20B-96,"799418011653","104","0","104","0","104","104","N"
PTFFLK-C20B-108,"799418011660","102","0","102","0","102","102","N"
PTFFLK-C20B-120,"799418011677","37","0","37","0","37","37","N"
PTFFLK-C20B-CUS,"799418011691","0","0","0","0","0","0","N"
PTFFLK-C20B-SW,"799418011684","35","35","0","0","35","35","N"
JQCH-201302,"","53","","","0","0","0","Y"
JQCH-201302-84,"799665822750","0","0","0","5","38","38","N"
JQCH-201302-96,"799665822767","28","0","28","5","43","43","N"
JQCH-201302-108,"799665822781","25","0","25","5","20","20","N"
JQCH-201302-120,"799665822774","0","0","0","5","0","0","N"
JQCH-201302-CUS,"799665822798","0","0","0","0","0","0","N"
JQCH-201302-SW,"799665822811","33","33","0","0","33","33","N"
JQCH-201302-FP,"","69","","","0","0","0","Y"
JQCH-201302-FP-84,"799665816414","44","0","44","5","59","59","N"
JQCH-201302-FP-96,"799665816421","25","0","25","5","20","20","N"
JQCH-201302-FP-108,"799665816438","0","0","0","5","0","0","N"
JQCH-201302-FP-120,"799665816445","0","0","0","5","0","0","N"
JQCH-20122010,"","0","","","0","0","0","Y"
JQCH-20122010-84,"610395227250","0","0","0","5","0","0","N"
JQCH-20122010-96,"610395227267","0","0","0","5","0","0","N"
JQCH-20122010-108,"610395227274","0","0","0","5","0","0","N"
JQCH-20122010-120,"610395227281","0","0","0","5","0","0","N"
JQCH-20122010-CUS,"799665815868","0","0","0","0","0","0","N"
JQCH-20122010-SW,"799665815875","72","72","0","0","72","72","N"
JQCH-2012204,"","348","","","0","0","0","Y"
JQCH-2012204-84,"610395227175","0","0","0","5","334","334","N"
JQCH-2012204-96,"610395227182","116","0","116","5","339","339","N"
JQCH-2012204-108,"610395227199","151","0","151","5","228","228","N"
JQCH-2012204-120,"610395227205","87","0","87","5","82","82","N"
JQCH-2012204-CUS,"799665815905","0","0","0","0","0","0","N"
JQCH-2012204-SW,"799665815912","31","31","0","0","31","31","N"
JQCH-2012204-FP,"","55","","","0","0","0","Y"
JQCH-2012204-FP-84,"610395232537","33","0","33","5","45","45","N"
JQCH-2012204-FP-96,"610395232544","0","0","0","5","12","12","N"
JQCH-2012204-FP-108,"610395232551","0","0","0","5","12","12","N"
JQCH-2012204-FP-120,"610395232568","22","0","22","5","17","17","N"
JQCH-2012201,"","242","","","0","0","0","Y"
JQCH-2012201-84,"610395227137","0","0","0","0","242","242","N"
JQCH-2012201-96,"610395227144","97","0","97","0","242","242","N"
JQCH-2012201-108,"610395227151","145","0","145","0","145","145","N"
JQCH-2012201-120,"610395227168","0","0","0","0","0","0","N"
JQCH-2012201-CUS,"799665815882","0","0","0","0","0","0","N"
JQCH-2012201-SW,"799665815899","34","34","0","0","34","34","N"
JQCH-2012201-FP,"","133","","","0","0","0","Y"
JQCH-2012201-FP-84,"610395232490","35","0","35","5","113","113","N"
JQCH-2012201-FP-96,"610395232506","34","0","34","5","83","83","N"
JQCH-2012201-FP-108,"610395232513","33","0","33","5","54","54","N"
JQCH-2012201-FP-120,"610395232520","31","0","31","5","26","26","N"
PTSCH-SLK211,"","32","","","0","0","0","Y"
PTSCH-SLK211-84,"610395223887","0","0","0","5","17","17","N"
PTSCH-SLK211-96,"610395223894","32","32","0","10","22","22","N"
PTSCH-SLK211-108,"610395223863","0","0","0","10","0","0","N"
PTSCH-SLK211-120,"610395223870","0","0","0","10","0","0","N"
PTSCH-SLK211-CUS,"799665825010","0","0","0","0","0","0","N"
PTSCH-SLK211-SW,"799665825034","28","28","0","0","28","28","N"
DIS-ID9,"","332","","","0","0","0","Y"
DIS-ID9-84,"797734450378","88","64","24","5","312","312","N"
DIS-ID9-96,"797734450385","95","95","0","5","229","229","N"
DIS-ID9-108,"797734450392","102","102","0","5","139","139","N"
DIS-ID9-120,"797734450408","47","47","0","5","42","42","N"
DIS-ID9-CUS,"799665811105","0","0","0","0","0","0","N"
DIS-ID9-SW,"799665811112","27","27","0","0","27","27","N"
BOCH-201303,"","296","","","0","0","0","Y"
BOCH-201303-84,"799665815004","0","0","0","5","276","276","N"
BOCH-201303-96,"799665815011","48","0","48","5","281","281","N"
BOCH-201303-108,"799665815028","184","0","184","5","238","238","N"
BOCH-201303-120,"799665815035","64","0","64","5","59","59","N"
BOCH-201303-CUS,"799665833992","0","0","0","0","0","0","N"
BOCH-201303-GR,"","346","","","0","0","0","Y"
BOCH-201303-84-GR,"799665815042","21","0","21","0","346","346","N"
BOCH-201303-96-GR,"799665815059","93","0","93","0","325","325","N"
BOCH-201303-108-GR,"799665815066","160","0","160","0","232","232","N"
BOCH-201303-120-GR,"799665815073","72","0","72","0","72","72","N"
PTSCH-12012,"","122","","","0","0","0","Y"
PTSCH-12012-84,"610395222316","0","0","0","5","97","97","N"
PTSCH-12012-96,"610395222323","70","70","0","10","102","102","N"
PTSCH-12012-108,"610395222330","52","52","0","10","42","42","N"
PTSCH-12012-120,"610395222347","0","0","0","10","0","0","N"
PTSCH-1-2012-CUS,"799665815547","0","0","0","0","0","0","N"
DS-TFSN33,"","57","","","0","0","0","Y"
DS-TFSN33-84,"799665817978","0","0","0","5","0","0","N"
DS-TFSN33-96,"799665817985","0","0","0","5","0","0","N"
DS-TFSN33-108,"799665818005","0","0","0","5","0","0","N"
DS-TFSN33-120,"799665817992","0","0","0","5","0","0","N"
DS-TFSN33-CUS,"799665818012","62","62","0","0","62","62","N"
DS-TFSN33-SW,"799665816964","33","33","0","0","33","33","N"
DS-EMBS201317,"","0","","","0","0","0","Y"
DS-EMBS201317-84,"799665822118","0","0","0","5","0","0","N"
DS-EMBS201317-96,"799665822125","0","0","0","5","0","0","N"
DS-EMBS201317-108,"799665822149","0","0","0","5","0","0","N"
DS-EMBS201317-120,"799665822132","0","0","0","5","0","0","N"
DS-EMBS201317-CUS,"799665822156","0","0","0","0","0","0","N"
DS-EMBS201317-SW,"799665822170","34","34","0","0","34","34","N"
SS-SMR04,"","8","","","0","0","0","Y"
SS-SMR04-84,"799665819729","0","0","0","0","0","0","N"
SS-SMR04-96,"799665819736","0","0","0","0","0","0","N"
SS-SMR04-108,"799665819750","0","0","0","0","0","0","N"
SS-SMR04-120,"799665819743","0","0","0","0","0","0","N"
SS-SMR04-CUS,"799665811167","0","0","0","0","0","0","N"
SS-SMR04-SW,"799665811174","34","34","0","0","34","34","N"
SS-SMB19,"","0","","","0","0","0","Y"
SS-SMB19-84,"799665820206","0","0","0","0","0","0","N"
SS-SMB19-96,"799665820213","0","0","0","0","0","0","N"
SS-SMB19-108,"799665820237","0","0","0","0","0","0","N"
SS-SMB19-120,"799665820220","0","0","0","0","0","0","N"
SS-SMB19-CUS,"799665811327","0","0","0","0","0","0","N"
SS-SMB19-SW,"799665811334","34","34","0","0","34","34","N"
PTSCH-11100,"","121","","","0","0","0","Y"
PTSCH-11100-84,"797734451863","0","0","0","5","78","78","N"
PTSCH-11100-96,"797734451870","93","93","0","10","83","83","N"
PTSCH-11100-108,"797734451887","0","0","0","10","0","0","N"
PTSCH-11100-120,"797734451894","0","0","0","10","0","0","N"
PTSCH-11100-CUS,"799665815820","28","28","0","0","28","28","N"
PTSCH-11100-SW,"799665815837","33","33","0","0","33","33","N"
PTSCH-52012,"","338","","","0","0","0","Y"
PTSCH-52012-84,"610395222477","44","44","0","5","303","303","N"
PTSCH-52012-96,"610395222484","106","106","0","10","264","264","N"
PTSCH-52012-108,"610395222491","127","127","0","10","168","168","N"
PTSCH-52012-120,"610395222507","61","61","0","10","51","51","N"
PTSCH-52012-CUS,"799665815622","0","0","0","0","0","0","N"
PTSCH-52012-SW,"799665815639","31","31","0","0","31","31","N"
DS-EMBS201315,"","0","","","0","0","0","Y"
DS-EMBS201315-84,"799665821951","0","0","0","5","0","0","N"
DS-EMBS201315-96,"799665821968","0","0","0","5","0","0","N"
DS-EMBS201315-108,"799665821982","0","0","0","5","0","0","N"
DS-EMBS201315-120,"799665821975","0","0","0","5","0","0","N"
DS-EMBS201315-CUS,"799665821999","0","0","0","0","0","0","N"
DS-EMBS201315-SW,"799665822019","35","35","0","0","35","35","N"
DIS-ID50,"","245","","","0","0","0","Y"
DIS-ID50-CUS,"799665810986","0","0","0","5","0","0","N"
DIS-ID50-84,"797734450330","41","41","0","5","231","231","N"
DIS-ID50-96,"797734450347","111","76","35","5","195","195","N"
DIS-ID50-108,"797734450354","51","51","0","5","89","89","N"
DIS-ID50-120,"797734450361","43","43","0","0","43","43","N"
DIS-ID50-SW,"799665810993","33","33","0","0","33","33","N"
DIS-ID221,"","0","","","0","0","0","Y"
DIS-ID221-84,"797734449891","0","0","0","5","0","0","N"
DIS-ID221-96,"797734449907","0","0","0","5","0","0","N"
DIS-ID221-108,"797734449914","0","0","0","5","0","0","N"
DIS-ID221-120,"797734449921","0","0","0","5","0","0","N"
DIS-ID221-CUS,"799665810900","0","0","0","0","0","0","N"
DIS-ID221-SW,"799665810917","0","0","0","0","0","0","N"
DS-EFCH14-SW,"799665817022","35","35","0","0","35","35","N"
SSTF-4,"","0","","","0","0","0","N"
SSTF-4-84,"610395233732","0","0","0","0","0","0","N"
SSTF-4-96,"610395233749","0","0","0","0","0","0","N"
SSTF-4-108,"610395233756","0","0","0","0","0","0","N"
SSTF-4-120,"610395233763","0","0","0","0","0","0","N"
SSTF-4-CUS,"797734448931","0","0","0","0","0","0","N"
SSTF-4-SW,"797734448948","33","33","0","0","33","33","N"
DS-ASST100,"","0","","","0","0","0","Y"
DS-ASST100-84,"799665817619","0","0","0","5","0","0","N"
DS-ASST100-96,"799665817626","0","0","0","5","0","0","N"
DS-ASST100-108,"799665817640","0","0","0","5","0","0","N"
DS-ASST100-120,"799665817633","0","0","0","5","0","0","N"
DS-ASST100-CUS,"799665817657","0","0","0","0","0","0","N"
DS-ASST100-SW,"799665816469","32","32","0","0","32","32","N"
DS-EMBS201322,"","0","","","0","0","0","Y"
DS-EMBS201322-84,"799665822514","0","0","0","0","0","0","N"
DS-EMBS201322-96,"799665822521","0","0","0","0","0","0","N"
DS-EMBS201322-108,"799665822545","0","0","0","0","0","0","N"
DS-EMBS201322-120,"799665822538","0","0","0","0","0","0","N"
DS-EMBS201322-CUS,"799665822552","0","0","0","0","0","0","N"
DS-EMBS201322-SW,"799665822576","34","34","0","0","34","34","N"
PTSCH-11098,"","124","","","0","0","0","Y"
PTSCH-11098-84,"797734451740","0","0","0","5","99","99","N"
PTSCH-11098-96,"797734451757","0","0","0","10","94","94","N"
PTSCH-11098-108,"797734451764","72","72","0","10","104","104","N"
PTSCH-11098-120,"797734451771","52","52","0","10","42","42","N"
PTSCH-11098-CUS,"799665815806","0","0","0","0","0","0","N"
PTSCH-11098-SW,"799665815813","0","0","0","0","0","0","N"
PTSCH-13402,"","0","","","0","0","0","N"
PTSCH-13402-84,"799665833602","0","0","0","0","0","0","N"
PTSCH-13402-96,"799665833619","0","0","0","0","0","0","N"
PTSCH-13402-108,"799665833633","0","0","0","0","0","0","N"
PTSCH-13402-120,"799665833626","0","0","0","0","0","0","N"
PTSCH-13402-CUS,"799665833640","0","0","0","0","0","0","N"
PTSCH-13402-SW,"799665833664","153","153","0","0","153","153","N"
DS-TF944,"","0","","","0","0","0","Y"
DS-TF944-84,"799665818517","0","0","0","5","0","0","N"
DS-TF944-96,"799665818524","0","0","0","5","0","0","N"
DS-TF944-108,"799665818548","0","0","0","5","0","0","N"
DS-TF944-120,"799665818531","0","0","0","5","0","0","N"
DS-TF944-CUS,"799665818555","0","0","0","0","0","0","N"
DS-TF944-SW,"799665816889","34","34","0","0","34","34","N"
DS-DXB69,"","0","","","0","0","0","Y"
DS-DXB69-84,"799665818210","0","0","0","5","0","0","N"
DS-DXB69-96,"799665818227","0","0","0","5","0","0","N"
DS-DXB69-108,"799665818241","0","0","0","5","0","0","N"
DS-DXB69-120,"799665818234","0","0","0","5","0","0","N"
DS-DXB69-CUS,"799665818258","0","0","0","0","0","0","N"
DS-DXB69-SW,"799665816643","34","34","0","0","34","34","N"
PTFFLK-C30,"","395","","","0","0","0","Y"
PTFFLK-C30-84,"799418012278","78","0","78","20","315","315","N"
PTFFLK-C30-96,"799418012285","133","0","133","20","257","257","N"
PTFFLK-C30-108,"799418012292","101","0","101","20","144","144","N"
PTFFLK-C30-120,"799418012308","83","0","83","20","63","63","N"
PTFFLK-C30-CUS,"799418012322","0","0","0","0","0","0","N"
PTFFLK-C30-SW,"799418012315","31","31","0","0","31","31","N"
PTSCH-13400,"","431","","","0","0","0","N"
PTSCH-13400-84,"799665833442","69","0","69","0","69","69","N"
PTSCH-13400-96,"799665833459","136","0","136","0","136","136","N"
PTSCH-13400-108,"799665833473","156","0","156","0","156","156","N"
PTSCH-13400-120,"799665833466","70","0","70","0","70","70","N"
PTSCH-13400-CUS,"799665833480","0","0","0","0","0","0","N"
PTSCH-13400-SW,"799665833503","0","149","0","0","0","0","N"
PTFFLK-C22B,"","0","","","0","0","0","Y"
PTFFLK-C22B-84,"799418011929","0","0","0","0","0","0","N"
PTFFLK-C22B-96,"799418011936","0","0","0","0","0","0","N"
PTFFLK-C22B-108,"799418011943","0","0","0","0","0","0","N"
PTFFLK-C22B-120,"799418011950","0","0","0","0","0","0","N"
PTFFLK-C22B-CUS,"799418011974","0","0","0","0","0","0","N"
PTFFLK-C22B-SW,"799418011967","31","31","0","0","31","31","N"
PTFFLK-C22A,"","315","","","0","0","0","N"
PTFFLK-C22A-84,"799418011851","40","0","40","0","40","40","N"
PTFFLK-C22A-96,"799418011868","119","0","119","0","119","119","N"
PTFFLK-C22A-108,"799418011875","105","0","105","0","105","105","N"
PTFFLK-C22A-120,"799418011882","51","0","51","0","51","51","N"
PTFFLK-C22A-CUS,"799418011905","0","0","0","0","0","0","N"
PTFFLK-C22A-SW,"799418011899","33","33","0","0","33","33","N"
DIS-ID7727,"","434","","","0","0","0","Y"
DIS-ID7727-84,"797734449938","90","0","90","5","414","414","N"
DIS-ID7727-96,"797734449945","101","25","76","5","329","329","N"
DIS-ID7727-108,"797734449952","185","23","162","5","233","233","N"
DIS-ID7727-120,"797734449969","58","0","58","5","53","53","N"
DIS-ID7727-CUS,"799665811044","0","0","0","0","0","0","N"
DIS-ID7727-SW,"799665811051","33","33","0","0","33","33","N"
SS-SPW28,"","7","","","0","0","0","Y"
SS-SPW28-84,"799665820268","0","0","0","0","0","0","N"
SS-SPW28-96,"799665820275","0","0","0","0","0","0","N"
SS-SPW28-108,"799665820299","0","0","0","0","0","0","N"
SS-SPW28-120,"799665820282","0","0","0","0","0","0","N"
SS-SPW28-CUS,"799665811341","0","0","0","0","0","0","N"
SS-SPW28-SW,"799665811358","31","31","0","0","31","31","N"
PTFFLK-C21B,"","252","","","0","0","0","Y"
PTFFLK-C21B-84,"799418011783","40","0","40","20","172","172","N"
PTFFLK-C21B-96,"799418011790","70","0","70","20","152","152","N"
PTFFLK-C21B-108,"799418011806","95","0","95","20","102","102","N"
PTFFLK-C21B-120,"799418011813","47","0","47","20","27","27","N"
PTFFLK-C21B-CUS,"799418011837","0","0","0","0","0","0","N"
PTFFLK-C21B-SW,"799418011820","30","30","0","0","30","30","N"
PTFFLK-C21A,"","238","","","0","0","0","Y"
PTFFLK-C21A-84,"799418011714","48","0","48","20","163","163","N"
PTFFLK-C21A-96,"799418011721","78","0","78","20","135","135","N"
PTFFLK-C21A-108,"799418011738","72","0","72","20","77","77","N"
PTFFLK-C21A-120,"799418011745","40","0","40","15","25","25","N"
PTFFLK-C21A-CUS,"799418011769","0","0","0","0","0","0","N"
PTFFLK-C21A-SW,"799418011752","32","32","0","0","32","32","N"
DS-EMBS201318,"","0","","","0","0","0","Y"
DS-EMBS201318-84,"799665822194","0","0","0","5","0","0","N"
DS-EMBS201318-96,"799665822200","0","0","0","5","0","0","N"
DS-EMBS201318-108,"799665822224","0","0","0","5","0","0","N"
DS-EMBS201318-120,"799665822217","0","0","0","5","0","0","N"
DS-EMBS201318-CUS,"799665822231","0","0","0","0","0","0","N"
DS-EMBS201318-SW,"799665822255","0","0","0","0","0","0","N"
PTFFLK-C26,"","224","","","0","0","0","Y"
PTFFLK-C26-84,"799418012209","53","0","53","20","149","149","N"
PTFFLK-C26-96,"799418012216","67","0","67","20","116","116","N"
PTFFLK-C26-108,"799418012223","59","0","59","20","69","69","N"
PTFFLK-C26-120,"799418012230","45","0","45","15","30","30","N"
PTFFLK-C26-CUS,"799418012254","0","0","0","0","0","0","N"
PTFFLK-C26-SW,"799418012247","31","31","0","0","31","31","N"
PTSCH-11089,"","493","","","0","0","0","Y"
PTSCH-11089-84,"797734451825","55","55","0","5","458","458","N"
PTSCH-11089-96,"797734451832","101","101","0","10","408","408","N"
PTSCH-11089-108,"797734451849","225","225","0","10","317","317","N"
PTSCH-11089-120,"797734451856","112","112","0","10","102","102","N"
PTSCH-11089-CUS,"799665815707","0","0","0","0","0","0","N"
PTSCH-11089-SW,"799665815714","114","114","0","0","114","114","N"
DS-MDSTK5,"","0","","","0","0","0","Y"
DS-MDSTK5-84,"799665817251","0","0","0","5","0","0","N"
DS-MDSTK5-96,"799665817268","0","0","0","5","0","0","N"
DS-MDSTK5-108,"799665817282","0","0","0","5","0","0","N"
DS-MDSTK5-120,"799665817275","0","0","0","5","0","0","N"
DS-MDSTK5-CUS,"799665817299","0","0","0","0","0","0","N"
DS-MDSTK5-SW,"799665816681","0","0","0","0","0","0","N"
DS-MSTK5,"","0","","","0","0","0","Y"
DS-MSTK5-84,"799665818395","0","0","0","5","0","0","N"
