SKU,UPC,Discontinue,Status,Inventory,SKU1,Discontinue1,Status1,SKU2,Discontinue2,Status2,SKU3,Discontinue3,Status3,SKU4,Discontinue4,Status4,SKU5,Discontinue5,Status5
"JTCT-DS07-SW","706795741226","Continue","Inactive","0","JTCT-DS07","Continue","Inactive","","","","","","","","","","","",""
"VPCH-160401-SW","706795741431","Continue","Inactive","0","VPCH-160401","Continue","Inactive","VPCH-160401-GRBO","Continue","Inactive","","","","","","","","",""
"VPCH-160402-SW","706795741509","Continue","Inactive","0","VPCH-160402","Continue","Inactive","VPCH-160402-GRBO","Continue","Inactive","","","","","","","","",""
"VPCH-160405-SW","706795741578","Continue","Inactive","0","VPCH-160405","Continue","Inactive","VPCH-160405-GRBO","Continue","Inactive","","","","","","","","",""
"CRC-MYTH88B-SW","706795735331","Continue","Active","74","CRC-MYTH88B","Continue","Active","CRC-MYTH88B","Continue","Active","","","","","","","","",""
"VPCH-160406-SW","706795741646","Continue","Inactive","0","VPCH-160406","Continue","Inactive","VPCH-160406-GRBO","Continue","Inactive","","","","","","","","",""
"VPCH-160408-SW","706795741714","Continue","Inactive","0","VPCH-160408","Continue","Inactive","VPCH-160408-GRBO","Continue","Inactive","","","","","","","","",""
"VPCH-160410-SW","706795741783","Continue","Inactive","0","VPCH-160410","Continue","Inactive","VPCH-160410-GRBO","Continue","Inactive","","","","","","","","",""
"VPCH-160411-SW","711081303125","Continue","Inactive","0","VPCH-160411","Continue","Inactive","VPCH-160411-GRBO","Continue","Inactive","","","","","","","","",""
"JQCH-2012616-SW","711081303477","Continue","Inactive","0","JQCH-2012616","Continue","Inactive","","","","","","","","","","","",""
"JQCH-2012654-SW","711081303545","Continue","Inactive","0","JQCH-2012654","Continue","Inactive","","","","","","","","","","","",""
"JQCH-2012614-SW","711081303613","Continue","Inactive","0","JQCH-2012614","Continue","Inactive","","","","","","","","","","","",""
"JQCH-20126104-SW","711081303682","Continue","Inactive","0","JQCH-20126104","Continue","Inactive","","","","","","","","","","","",""
"JQCH-201272-SW","711081303897","Continue","Inactive","0","JQCH-201272","Continue","Inactive","","","","","","","","","","","",""
"JQCH-20122057-SW","711081303965","Continue","Inactive","0","JQCH-20122057","Continue","Inactive","","","","","","","","","","","",""
"JQCH-20122011-SW","711081303750","Continue","Inactive","0","JQCH-20122011","Continue","Inactive","","","","","","","","","","","",""
"JQCH-HANB7A-SW","711081304030","Continue","Inactive","0","JQCH-HANB7A","Continue","Inactive","","","","","","","","","","","",""
"JQCH-HANB7B-SW","711081304108","Continue","Inactive","0","JQCH-HANB7B","Continue","Inactive","","","","","","","","","","","",""
"JQCH-20122053-SW","711081303828","Continue","Inactive","0","JQCH-20122053","Continue","Inactive","","","","","","","","","","","",""
